Employee ID,Skill Set,Experience Level,Availability (%),Job Role,Salary (USD),Performance Score,Assigned Product ID,Development Timeline (Months),Task Completion Time (Days),Tool and Software Usage,Team Communication Metrics
EMP3352,Project Management,Mid,59,Developer,52967,1.3,PDD0664,9,13.556080275747014,Jira,1.5
EMP3353,Product Design,Senior,79,Developer,129856,2.5,PDD0120,5,7.604239940825534,Jira,2.5
EMP3354,Market Analysis,Mid,56,Analyst,113287,3.6,PDD0029,11,16.521472591076563,Slack,3.6
EMP3355,Product Design,Junior,55,Analyst,119625,4.4,PDD0519,10,15.115921535797458,GitHub,4.3
EMP3356,Market Analysis,Junior,66,Analyst,62792,4.2,PDD0402,1,1.5531127089695322,Jira,4.3
EMP3357,Data Analysis,Mid,62,Developer,87246,3.7,PDD0450,4,6.104813789175969,GitHub,3.7
EMP3358,Software Development,Senior,96,Project Manager,107162,4.7,PDD0796,3,4.572588619867101,GitHub,4.7
EMP3359,Project Management,Senior,53,Developer,103579,1.1,PDD0555,7,10.586331575138788,Slack,1.0
EMP3360,Project Management,Mid,75,Analyst,83606,4.9,PDD0681,6,9.069106563294607,GitHub,4.8
EMP3361,Market Analysis,Mid,81,Developer,56722,2.4,PDD0831,8,11.951889053899107,Jira,2.2
EMP3362,Software Development,Mid,52,Project Manager,137263,4.0,PDD0541,8,11.824240488353562,GitHub,4.1
EMP3363,Software Development,Senior,60,Project Manager,136785,2.1,PDD0685,8,12.063050417252818,GitHub,2.2
EMP3364,Data Analysis,Senior,69,Project Manager,75872,2.7,PDD0785,5,7.461009065525525,Slack,2.4
EMP3365,Product Design,Senior,78,Designer,89593,4.5,PDD0607,3,4.3832128898733576,GitHub,4.5
EMP3366,Project Management,Mid,51,Developer,81545,2.8,PDD0401,4,5.992288131049706,Jira,2.8
EMP3367,Market Analysis,Senior,92,Analyst,99276,4.5,PDD0159,7,10.481326485053534,Jira,4.6
EMP3368,Software Development,Senior,53,Developer,147558,3.2,PDD0855,8,12.057057174795196,Jira,3.2
EMP3369,Project Management,Junior,81,Project Manager,147493,2.1,PDD0906,9,13.58814381156132,Slack,2.1
EMP3370,Project Management,Mid,98,Project Manager,78972,2.9,PDD0454,5,7.538222296279638,Slack,2.9
EMP3371,Project Management,Junior,98,Project Manager,123805,1.4,PDD0870,10,14.966196000159849,Jira,1.4
EMP3372,Software Development,Senior,70,Developer,60544,2.9,PDD0888,4,5.789562581911881,GitHub,3.0
EMP3373,Data Analysis,Junior,66,Analyst,92089,4.2,PDD0495,7,10.451914227265368,Slack,4.1
EMP3374,Project Management,Junior,94,Designer,114144,1.3,PDD0411,10,15.0032368119895,GitHub,1.2
EMP3375,Software Development,Mid,62,Project Manager,85180,1.9,PDD0843,4,6.18160099922503,GitHub,1.9
EMP3376,Software Development,Junior,81,Analyst,75059,2.7,PDD0404,3,4.364612817162741,Slack,2.5
EMP3377,Market Analysis,Mid,52,Project Manager,99603,4.0,PDD0302,4,5.792774554463973,GitHub,4.3
EMP3378,Data Analysis,Junior,91,Project Manager,53101,4.0,PDD0581,8,12.056704659273665,GitHub,3.9
EMP3379,Data Analysis,Junior,97,Developer,140933,4.5,PDD0672,8,12.004075733724548,Jira,4.6
EMP3380,Data Analysis,Senior,80,Designer,125315,1.6,PDD0069,6,8.915482471527724,GitHub,1.8
EMP3381,Software Development,Mid,80,Project Manager,146340,1.6,PDD0958,8,12.073646948565225,GitHub,1.6
EMP3382,Software Development,Senior,50,Designer,92153,3.7,PDD0726,4,5.876295841172391,Slack,3.6
EMP3383,Data Analysis,Senior,77,Project Manager,55786,1.7,PDD0449,3,4.736220908973053,Slack,1.7
EMP3384,Software Development,Mid,72,Developer,117934,2.7,PDD0894,7,10.597126133119941,GitHub,2.6
EMP3385,Data Analysis,Mid,54,Project Manager,109084,3.2,PDD0404,11,16.591926383393552,GitHub,3.1
EMP3386,Market Analysis,Mid,50,Analyst,79642,2.0,PDD0563,6,9.024249233464321,Slack,2.2
EMP3387,Product Design,Mid,65,Designer,90052,3.8,PDD0335,6,9.034432175548027,GitHub,3.6
EMP3388,Product Design,Senior,60,Analyst,143793,4.4,PDD0254,2,2.9602827668997223,Jira,4.2
EMP3389,Product Design,Junior,85,Developer,68378,1.0,PDD0331,2,3.0416430087494737,GitHub,1.1
EMP3390,Product Design,Junior,86,Analyst,83401,2.2,PDD0544,10,15.033498195644498,GitHub,2.1
EMP3391,Market Analysis,Mid,65,Analyst,59951,3.8,PDD0955,5,7.633237442481366,GitHub,3.9
EMP3392,Software Development,Senior,61,Analyst,65287,2.1,PDD0951,3,4.494317409498638,GitHub,1.7
EMP3393,Market Analysis,Mid,79,Designer,126908,3.1,PDD0732,3,4.52538838513508,Slack,3.1
EMP3394,Project Management,Junior,93,Developer,86339,4.0,PDD0284,9,13.38543595434846,GitHub,3.9
EMP3395,Software Development,Senior,53,Project Manager,98241,2.4,PDD0145,9,13.593633688226237,Jira,2.2
EMP3396,Data Analysis,Mid,98,Designer,145070,4.2,PDD0674,1,1.5122108883059011,GitHub,4.1
EMP3397,Project Management,Mid,90,Designer,101546,4.3,PDD0956,6,9.042029657230604,Jira,4.1
EMP3398,Project Management,Mid,87,Developer,77494,5.0,PDD0827,2,3.070602502138232,Slack,5.0
EMP3399,Market Analysis,Mid,57,Designer,82573,2.7,PDD0700,5,7.5459370852264875,Jira,2.6
EMP3400,Project Management,Mid,57,Project Manager,57361,2.9,PDD0728,11,16.451306220468716,Slack,3.0
EMP3401,Market Analysis,Mid,70,Designer,80215,4.1,PDD0194,2,3.11835060610303,Slack,3.9
EMP3402,Project Management,Junior,89,Analyst,117114,4.5,PDD0956,11,16.54270922062551,Slack,4.5
EMP3403,Market Analysis,Senior,57,Designer,73664,3.0,PDD0091,6,8.991996270327729,Jira,3.1
EMP3404,Software Development,Senior,78,Developer,142590,1.1,PDD0896,11,16.570294376498733,Jira,1.2
EMP3405,Project Management,Junior,64,Developer,124067,2.8,PDD0265,9,13.550127639588883,Jira,2.9
EMP3406,Market Analysis,Senior,63,Designer,106324,1.9,PDD0564,7,10.45863398359406,Slack,1.9
EMP3407,Product Design,Mid,87,Designer,93447,1.4,PDD0339,1,1.6070415034789916,GitHub,1.3
EMP3408,Product Design,Senior,59,Analyst,86327,2.4,PDD0164,6,9.106829585133756,Jira,2.5
EMP3409,Project Management,Junior,76,Designer,143496,2.6,PDD0569,2,2.7662159190561186,Jira,2.7
EMP3410,Market Analysis,Junior,89,Project Manager,63260,4.9,PDD0375,11,16.386130910830325,Jira,4.9
EMP3411,Software Development,Mid,76,Analyst,82365,2.8,PDD0477,2,2.8598130653703135,GitHub,2.7
EMP3412,Project Management,Mid,91,Project Manager,138429,4.9,PDD0523,3,4.349350440328925,Slack,4.8
EMP3413,Software Development,Senior,89,Analyst,54768,3.9,PDD0032,8,12.111450396899352,GitHub,3.8
EMP3414,Market Analysis,Mid,84,Project Manager,134155,2.0,PDD0731,7,10.413697194080894,GitHub,1.9
EMP3415,Product Design,Senior,85,Project Manager,61336,3.8,PDD0692,4,6.095588442724942,GitHub,3.9
EMP3416,Market Analysis,Senior,60,Project Manager,148152,2.6,PDD0125,3,4.543233307536998,Slack,2.7
EMP3417,Software Development,Mid,62,Project Manager,107377,3.3,PDD0807,1,1.5271960627579666,Jira,3.2
EMP3418,Product Design,Senior,84,Designer,55191,3.1,PDD0472,10,14.944547362482588,Jira,3.1
EMP3419,Project Management,Senior,70,Designer,98695,4.7,PDD0859,4,5.919484623320711,Jira,4.6
EMP3420,Product Design,Senior,86,Developer,119195,1.5,PDD0064,8,11.920524984637193,Slack,1.4
EMP3421,Project Management,Senior,93,Designer,127155,2.8,PDD0283,1,1.5603657146802448,GitHub,2.7
EMP3422,Project Management,Junior,61,Developer,143778,1.3,PDD0936,2,3.031445810676108,Slack,1.4
EMP3423,Product Design,Junior,99,Project Manager,56634,2.0,PDD0096,10,14.70890307690745,Slack,1.9
EMP3424,Product Design,Junior,74,Analyst,131603,1.3,PDD0109,2,3.135382747279309,GitHub,1.3
EMP3425,Software Development,Senior,77,Analyst,147667,4.8,PDD0364,9,13.473973666044502,Slack,4.5
EMP3426,Product Design,Mid,93,Designer,91594,2.3,PDD0854,1,1.5121411149502406,GitHub,2.2
EMP3427,Data Analysis,Junior,67,Project Manager,145364,4.1,PDD0123,6,9.076848214205617,Slack,4.0
EMP3428,Product Design,Senior,59,Developer,121227,4.0,PDD0763,4,5.882435617135015,Slack,4.1
EMP3429,Software Development,Junior,88,Developer,138641,1.6,PDD0945,9,13.350950042087264,Slack,1.7
EMP3430,Data Analysis,Junior,52,Developer,139960,1.6,PDD0746,6,8.912797546201224,GitHub,1.7
EMP3431,Data Analysis,Junior,54,Analyst,76767,2.5,PDD0736,9,13.61948617944834,Slack,2.3
EMP3432,Market Analysis,Junior,61,Developer,140321,3.3,PDD0379,2,3.001472676318915,Jira,3.4
EMP3433,Data Analysis,Senior,63,Analyst,77979,2.7,PDD0123,2,3.109571951670667,Jira,2.6
EMP3434,Project Management,Junior,94,Project Manager,89001,4.1,PDD0176,6,8.753399845734553,GitHub,4.0
EMP3435,Software Development,Senior,90,Analyst,73577,3.1,PDD0355,10,14.98064716611409,GitHub,3.1
EMP3436,Market Analysis,Mid,81,Project Manager,67658,4.5,PDD0886,2,2.8804301549972653,Slack,4.6
EMP3437,Product Design,Mid,91,Designer,130410,3.4,PDD0705,4,6.103408941392615,Jira,3.4
EMP3438,Data Analysis,Junior,82,Designer,85380,3.4,PDD0117,4,5.956188231246665,Jira,3.3
EMP3439,Market Analysis,Mid,55,Analyst,102054,3.6,PDD0290,5,7.3927883066188915,Jira,3.7
EMP3440,Project Management,Mid,79,Designer,55204,3.4,PDD0769,7,10.46592217869517,Slack,3.5
EMP3441,Market Analysis,Senior,55,Designer,92159,3.4,PDD0554,10,14.828404598066227,Jira,3.3
EMP3442,Project Management,Senior,80,Project Manager,62580,2.8,PDD0828,11,16.50266999215098,Jira,2.8
EMP3443,Market Analysis,Junior,51,Project Manager,105265,1.4,PDD0995,1,1.381840807081492,Jira,1.4
EMP3444,Market Analysis,Mid,75,Analyst,75644,2.5,PDD0349,5,7.386257386576626,Jira,2.5
EMP3445,Product Design,Mid,97,Analyst,71122,4.1,PDD0146,7,10.49735889347098,Slack,4.0
EMP3446,Product Design,Senior,81,Developer,109781,1.2,PDD0198,3,4.283079397523114,Slack,1.1
EMP3447,Product Design,Junior,54,Developer,137501,3.8,PDD0646,10,14.96248277070849,GitHub,3.9
EMP3448,Market Analysis,Mid,95,Designer,102613,4.9,PDD0219,3,4.442367596210643,Slack,5.0
EMP3449,Data Analysis,Mid,97,Designer,142316,2.7,PDD0167,8,12.131966120714441,Slack,2.8
EMP3450,Market Analysis,Junior,90,Project Manager,56304,1.8,PDD0311,4,6.068289217786874,Jira,1.9
EMP3451,Product Design,Senior,92,Analyst,104800,1.1,PDD0885,2,2.9185999558471623,GitHub,1.0
EMP3452,Market Analysis,Senior,65,Developer,130889,4.4,PDD0659,6,8.912374085629812,Slack,4.6
EMP3453,Data Analysis,Senior,61,Developer,101128,1.6,PDD0678,5,7.538687495007089,GitHub,1.5
EMP3454,Project Management,Mid,64,Analyst,136794,1.2,PDD0387,7,10.498233445929092,Slack,1.3
EMP3455,Software Development,Mid,70,Analyst,65994,2.9,PDD0885,2,3.1330880616251906,Slack,2.9
EMP3456,Product Design,Senior,86,Analyst,139921,2.5,PDD0627,5,7.52131030397299,Slack,2.5
EMP3457,Market Analysis,Senior,70,Developer,119854,4.8,PDD0614,5,7.522125009571583,Jira,4.9
EMP3458,Data Analysis,Mid,74,Project Manager,78395,2.9,PDD0276,3,4.5676725428913185,Slack,3.0
EMP3459,Product Design,Senior,66,Analyst,99064,4.3,PDD0121,8,12.158828220053135,Jira,4.4
EMP3460,Product Design,Mid,57,Designer,125899,4.7,PDD0066,7,10.511500221139892,Slack,4.7
EMP3461,Project Management,Senior,79,Developer,63461,1.7,PDD0839,9,13.578139578284919,GitHub,1.9
EMP3462,Software Development,Senior,82,Project Manager,82173,2.4,PDD0133,10,14.995507228529924,Jira,2.3
EMP3463,Market Analysis,Mid,51,Analyst,81537,4.7,PDD0793,6,8.925240696468594,Slack,4.7
EMP3464,Market Analysis,Junior,82,Designer,93892,3.2,PDD0234,5,7.567321551455299,Slack,3.3
EMP3465,Product Design,Senior,77,Developer,104798,2.3,PDD0053,5,7.436089716805527,Slack,2.2
EMP3466,Data Analysis,Junior,75,Analyst,53459,3.1,PDD0205,11,16.381132914849736,GitHub,3.1
EMP3467,Product Design,Junior,90,Designer,113319,3.9,PDD0908,6,8.958008823949186,Slack,3.7
EMP3468,Project Management,Senior,50,Analyst,74092,3.5,PDD0581,1,1.5575614878868418,GitHub,3.6
EMP3469,Software Development,Senior,84,Designer,86879,4.7,PDD0908,7,10.493092994179525,Slack,4.8
EMP3470,Project Management,Junior,97,Project Manager,54608,4.9,PDD0978,2,3.1309826703883994,GitHub,4.9
EMP3471,Data Analysis,Junior,92,Developer,70833,3.8,PDD0067,3,4.593725324263969,Jira,3.8
EMP3472,Market Analysis,Senior,88,Project Manager,88351,3.7,PDD0310,5,7.736642452471348,GitHub,3.8
EMP3473,Data Analysis,Mid,69,Developer,102191,1.1,PDD0900,8,11.988497570405931,Slack,1.3
EMP3474,Project Management,Senior,62,Developer,128951,4.1,PDD0235,9,13.562357379981762,Jira,4.1
EMP3475,Market Analysis,Mid,80,Analyst,132062,3.0,PDD0019,9,13.653416196937519,Slack,3.2
EMP3476,Software Development,Junior,87,Project Manager,100128,4.5,PDD0853,1,1.3514720364678277,GitHub,4.5
EMP3477,Product Design,Junior,72,Developer,66720,4.7,PDD0985,2,3.1437532769462297,Jira,4.7
EMP3478,Software Development,Junior,61,Designer,76402,2.5,PDD0579,5,7.341925780432854,Slack,2.6
EMP3479,Product Design,Senior,55,Analyst,103940,4.6,PDD0903,11,16.645281880981827,GitHub,4.7
EMP3480,Software Development,Mid,73,Designer,145223,3.6,PDD0137,3,4.5382305091545145,GitHub,3.6
EMP3481,Market Analysis,Senior,83,Designer,56044,2.7,PDD0772,6,8.986725954595629,GitHub,2.8
EMP3482,Market Analysis,Junior,82,Designer,122907,1.2,PDD0183,3,4.395699214524644,Jira,1.2
EMP3483,Market Analysis,Senior,56,Analyst,146313,4.0,PDD0251,3,4.369921694211159,Slack,4.0
EMP3484,Product Design,Mid,63,Project Manager,87926,4.6,PDD0023,10,14.96735034885378,Slack,4.5
EMP3485,Market Analysis,Senior,85,Designer,51536,3.3,PDD0331,5,7.45277911166177,Slack,3.4
EMP3486,Data Analysis,Senior,65,Designer,124288,2.6,PDD0979,11,16.427978613107065,Jira,2.7
EMP3487,Product Design,Mid,95,Developer,108700,2.8,PDD0833,10,14.955826986689257,Slack,2.9
EMP3488,Market Analysis,Mid,72,Analyst,131706,3.8,PDD0772,7,10.580530145798997,Slack,3.9
EMP3489,Market Analysis,Junior,67,Project Manager,83111,1.8,PDD0521,7,10.662951599343785,Slack,1.8
EMP3490,Software Development,Mid,78,Developer,73639,1.8,PDD0042,8,11.960177491786723,GitHub,1.7
EMP3491,Data Analysis,Junior,56,Project Manager,64668,2.4,PDD0583,2,3.007765292745676,Slack,2.4
EMP3492,Data Analysis,Senior,53,Designer,67763,1.1,PDD0922,5,7.392995448631398,GitHub,1.1
EMP3493,Product Design,Junior,74,Designer,77524,3.7,PDD0021,2,2.9670167186678986,GitHub,3.7
EMP3494,Data Analysis,Senior,82,Analyst,120582,2.8,PDD0112,6,8.933854258321334,GitHub,2.7
EMP3495,Market Analysis,Mid,73,Designer,83613,4.6,PDD0379,5,7.578788570629156,GitHub,4.6
EMP3496,Product Design,Junior,72,Analyst,82207,3.6,PDD0650,10,14.909970152611251,Slack,3.6
EMP3497,Project Management,Junior,99,Designer,86421,3.8,PDD0522,1,1.5429931698572998,Slack,3.8
EMP3498,Software Development,Junior,70,Designer,95420,3.7,PDD0190,8,11.907251624603061,GitHub,3.6
EMP3499,Software Development,Mid,88,Developer,140609,2.7,PDD0705,7,10.680052729343643,Slack,2.8
EMP3500,Project Management,Senior,70,Designer,136851,4.7,PDD0100,10,15.077434707583807,GitHub,4.7
EMP3501,Product Design,Junior,97,Project Manager,87950,4.7,PDD0579,10,15.00953975996894,Jira,4.8
EMP3502,Project Management,Senior,76,Project Manager,121247,2.9,PDD0355,1,1.6052836772761863,Slack,2.9
EMP3503,Data Analysis,Senior,66,Developer,52915,4.1,PDD0493,1,1.5864488382686808,GitHub,4.1
EMP3504,Market Analysis,Senior,75,Developer,134986,4.9,PDD0012,1,1.5626206181356457,Jira,4.8
EMP3505,Project Management,Junior,68,Designer,104511,2.3,PDD0603,4,5.892268384450127,Slack,2.3
EMP3506,Project Management,Senior,82,Developer,108964,3.5,PDD0721,7,10.616479144735452,Slack,3.5
EMP3507,Data Analysis,Junior,97,Analyst,61344,3.3,PDD0915,8,12.112882707754292,Jira,3.2
EMP3508,Product Design,Senior,56,Developer,139154,3.2,PDD0970,9,13.455138898838685,Slack,3.3
EMP3509,Market Analysis,Senior,80,Project Manager,85415,4.7,PDD0043,8,12.062988167665294,Jira,4.8
EMP3510,Market Analysis,Junior,88,Analyst,90442,1.5,PDD0602,4,5.794144166229029,Slack,1.5
EMP3511,Software Development,Junior,64,Project Manager,52005,3.1,PDD0904,3,4.322536573649313,Jira,2.9
EMP3512,Market Analysis,Mid,51,Developer,112957,1.1,PDD0692,7,10.496090880872549,Slack,1.2
EMP3513,Market Analysis,Mid,94,Developer,88658,2.2,PDD0743,6,9.09974035612612,GitHub,2.3
EMP3514,Market Analysis,Mid,51,Developer,132598,3.7,PDD0002,10,15.041181184359788,Slack,3.5
EMP3515,Market Analysis,Senior,66,Designer,101670,4.1,PDD0332,10,14.998257916711712,Jira,4.2
EMP3516,Data Analysis,Mid,83,Project Manager,76890,4.4,PDD0679,1,1.517353865086363,Jira,4.4
EMP3517,Software Development,Mid,96,Designer,109103,1.3,PDD0566,5,7.5142979305391515,GitHub,1.4
EMP3518,Project Management,Mid,95,Designer,51390,1.7,PDD0888,6,8.930279435880303,Jira,2.0
EMP3519,Software Development,Senior,74,Designer,55405,2.6,PDD0680,4,6.074923175839603,GitHub,2.5
EMP3520,Product Design,Mid,97,Project Manager,138881,2.5,PDD0735,10,15.062973734710598,Jira,2.5
EMP3521,Project Management,Junior,60,Analyst,92467,2.0,PDD0157,11,16.68232838548749,Slack,2.0
EMP3522,Software Development,Senior,93,Developer,85394,4.7,PDD0072,1,1.5703763589229693,Slack,4.6
EMP3523,Software Development,Senior,58,Designer,86527,3.1,PDD0271,4,6.232943255459938,Jira,3.3
EMP3524,Software Development,Junior,56,Project Manager,53879,3.6,PDD0026,11,16.453822449768683,GitHub,3.4
EMP3525,Software Development,Mid,60,Project Manager,133103,4.0,PDD0432,4,6.119716261082848,Jira,4.1
EMP3526,Software Development,Mid,53,Developer,87731,3.2,PDD0612,2,3.1819748866982795,Slack,3.1
EMP3527,Software Development,Junior,86,Designer,130573,4.3,PDD0169,10,14.869108791385838,Jira,4.3
EMP3528,Data Analysis,Mid,75,Analyst,134197,4.9,PDD0248,8,11.884944441386939,Slack,5.0
EMP3529,Data Analysis,Mid,83,Developer,81445,2.6,PDD0068,9,13.522142360794296,Slack,2.7
EMP3530,Project Management,Mid,65,Analyst,95553,3.6,PDD0765,5,7.556913518144247,Slack,3.7
EMP3531,Market Analysis,Senior,90,Designer,73499,2.3,PDD0626,4,6.200976972732633,Jira,2.4
EMP3532,Software Development,Junior,96,Developer,78199,1.3,PDD0673,4,5.949836132682549,Jira,1.3
EMP3533,Market Analysis,Mid,79,Designer,76829,1.1,PDD0140,5,7.292664959242528,Slack,1.0
EMP3534,Data Analysis,Junior,95,Designer,60561,1.9,PDD0434,8,12.027898469170413,Slack,1.9
EMP3535,Product Design,Senior,65,Project Manager,63706,1.6,PDD0501,2,3.0058066214311747,Jira,1.5
EMP3536,Software Development,Mid,55,Analyst,66841,3.9,PDD0203,4,6.046577773353199,Jira,4.0
EMP3537,Project Management,Junior,82,Analyst,102710,2.9,PDD0990,4,5.912807726741673,GitHub,2.9
EMP3538,Market Analysis,Senior,99,Developer,141013,3.2,PDD0053,1,1.3213616026921948,Jira,3.2
EMP3539,Project Management,Senior,64,Designer,94168,1.3,PDD0749,5,7.679481423167596,GitHub,1.3
EMP3540,Software Development,Junior,69,Developer,127976,1.1,PDD0858,5,7.565311256130235,GitHub,1.0
EMP3541,Market Analysis,Mid,61,Developer,98644,2.7,PDD0178,8,12.180205288677836,Jira,2.8
EMP3542,Market Analysis,Mid,73,Designer,95365,2.0,PDD0542,5,7.375933886601531,Slack,2.0
EMP3543,Software Development,Junior,89,Analyst,78098,3.5,PDD0740,9,13.515747895693245,Jira,3.4
EMP3544,Product Design,Senior,81,Developer,85083,3.0,PDD0760,2,3.0826941385127866,GitHub,2.9
EMP3545,Software Development,Junior,90,Developer,147497,4.3,PDD0481,9,13.604443402771192,GitHub,4.2
EMP3546,Project Management,Junior,82,Developer,83669,4.4,PDD0415,6,9.143933354972807,GitHub,4.2
EMP3547,Data Analysis,Senior,97,Designer,106052,3.1,PDD0770,7,10.407099396873235,Slack,3.1
EMP3548,Data Analysis,Junior,95,Developer,103449,4.6,PDD0591,4,5.993619191152326,Jira,4.6
EMP3549,Data Analysis,Senior,61,Analyst,106918,4.7,PDD0962,11,16.574889694695518,Jira,4.5
EMP3550,Market Analysis,Senior,64,Project Manager,149440,2.0,PDD0309,11,16.51950156864287,Slack,2.1
EMP3551,Market Analysis,Junior,57,Analyst,129141,4.9,PDD0716,7,10.287301825809106,Slack,4.8
EMP3552,Software Development,Junior,53,Designer,111341,4.9,PDD0210,6,9.06379348003372,Slack,4.9
EMP3553,Market Analysis,Junior,76,Project Manager,55284,1.3,PDD0840,4,6.044961621244268,Slack,1.1
EMP3554,Project Management,Mid,86,Designer,50507,1.0,PDD0963,4,5.952913679956185,Jira,1.1
EMP3555,Software Development,Senior,63,Designer,111161,1.2,PDD0355,10,15.020077560987293,Slack,1.2
EMP3556,Project Management,Senior,88,Project Manager,63371,2.4,PDD0184,10,14.793119921509689,Jira,2.4
EMP3557,Data Analysis,Senior,64,Designer,128733,4.2,PDD0161,1,1.6709546394064536,Slack,4.1
EMP3558,Project Management,Senior,68,Analyst,118163,3.0,PDD0159,5,7.5063165405829615,Slack,3.0
EMP3559,Data Analysis,Senior,63,Project Manager,75251,2.2,PDD0452,4,5.926507067467741,Slack,2.3
EMP3560,Market Analysis,Mid,56,Designer,100183,1.2,PDD0279,4,6.177116152882041,Jira,1.3
EMP3561,Software Development,Senior,55,Developer,67688,2.6,PDD0101,5,7.337498850207889,GitHub,2.5
EMP3562,Product Design,Mid,83,Analyst,143603,1.1,PDD0767,9,13.447668316142366,Slack,1.2
EMP3563,Project Management,Junior,73,Project Manager,129389,1.7,PDD0173,8,12.12748949586354,Jira,1.7
EMP3564,Software Development,Junior,74,Project Manager,59842,4.5,PDD0109,7,10.404092587196184,Jira,4.6
EMP3565,Product Design,Mid,90,Designer,119819,4.0,PDD0803,11,16.437939174180602,GitHub,3.8
EMP3566,Software Development,Senior,74,Project Manager,136828,5.0,PDD0360,3,4.508617196846925,GitHub,4.8
EMP3567,Product Design,Senior,99,Project Manager,84532,4.6,PDD0373,5,7.561325588588103,Slack,4.5
EMP3568,Software Development,Senior,96,Designer,132478,4.4,PDD0230,7,10.501103013158344,GitHub,4.4
EMP3569,Data Analysis,Senior,64,Developer,102913,1.7,PDD0705,2,3.029855495692944,GitHub,1.8
EMP3570,Product Design,Senior,91,Analyst,65812,3.6,PDD0899,2,3.0109415702848787,Slack,3.7
EMP3571,Software Development,Mid,52,Analyst,75425,3.4,PDD0010,5,7.496225153037767,Jira,3.6
EMP3572,Product Design,Mid,85,Project Manager,90927,4.7,PDD0500,9,13.48850803969459,Jira,4.7
EMP3573,Data Analysis,Mid,51,Project Manager,52089,4.1,PDD0222,10,14.988123696083678,GitHub,4.1
EMP3574,Product Design,Junior,71,Project Manager,113238,4.1,PDD0634,3,4.478041056313017,GitHub,4.1
EMP3575,Product Design,Junior,77,Developer,140089,2.3,PDD0122,1,1.3025861266818606,GitHub,2.4
EMP3576,Software Development,Mid,81,Developer,90963,1.5,PDD0284,11,16.685944683844077,Slack,1.5
EMP3577,Project Management,Mid,88,Designer,143800,2.5,PDD0080,7,10.37918361670081,Jira,2.5
EMP3578,Data Analysis,Junior,74,Developer,141820,1.8,PDD0516,9,13.442927707464257,Jira,1.8
EMP3579,Software Development,Mid,50,Developer,63086,3.9,PDD0117,6,9.120362787145847,Jira,3.8
EMP3580,Market Analysis,Junior,93,Developer,87967,2.8,PDD0880,6,9.189788876574616,Slack,2.7
EMP3581,Product Design,Junior,72,Analyst,64396,1.9,PDD0877,4,6.11039763677064,GitHub,1.9
EMP3582,Market Analysis,Mid,54,Project Manager,139260,3.6,PDD0697,8,12.061403240967705,Jira,3.6
EMP3583,Software Development,Mid,97,Analyst,108754,1.3,PDD0196,2,3.033155735671809,GitHub,1.2
EMP3584,Project Management,Junior,84,Developer,59134,4.7,PDD0535,6,8.968292974781614,Slack,4.8
EMP3585,Data Analysis,Mid,60,Project Manager,114002,3.3,PDD0360,10,15.063660080890632,GitHub,3.2
EMP3586,Software Development,Senior,64,Developer,68434,2.8,PDD0252,7,10.61057141658974,Slack,2.8
EMP3587,Project Management,Junior,54,Project Manager,83244,2.0,PDD0919,2,3.103164290016684,GitHub,2.0
EMP3588,Software Development,Junior,87,Analyst,98899,3.2,PDD0434,5,7.61109446862524,Slack,3.3
EMP3589,Project Management,Senior,53,Developer,78730,2.1,PDD0591,4,5.948919401333786,GitHub,2.1
EMP3590,Market Analysis,Senior,93,Developer,89970,2.6,PDD0077,1,1.5032695309074735,Jira,2.6
EMP3591,Project Management,Senior,59,Analyst,66692,4.6,PDD0769,6,8.81483500155421,Jira,4.9
EMP3592,Data Analysis,Mid,58,Developer,59615,1.8,PDD0869,9,13.632874174794432,Slack,1.9
EMP3593,Market Analysis,Senior,82,Project Manager,77826,2.4,PDD0536,5,7.492314368885295,GitHub,2.3
EMP3594,Product Design,Senior,91,Developer,68585,3.6,PDD0428,4,5.822860599072622,Slack,3.6
EMP3595,Market Analysis,Mid,55,Analyst,110784,3.9,PDD0577,2,3.025509192570249,Jira,4.0
EMP3596,Market Analysis,Senior,95,Designer,57585,1.5,PDD0301,8,12.11333394714632,GitHub,1.4
EMP3597,Product Design,Junior,76,Developer,107586,4.7,PDD0498,9,13.491837400128741,Slack,4.8
EMP3598,Market Analysis,Senior,92,Developer,53514,1.1,PDD0365,6,9.047761109209778,Jira,1.0
EMP3599,Market Analysis,Senior,77,Developer,96338,1.3,PDD0717,6,8.948892225326114,Jira,1.3
EMP3600,Product Design,Mid,95,Designer,107533,4.0,PDD0505,6,8.908528831351711,Jira,4.0
EMP3601,Product Design,Mid,92,Project Manager,98529,4.1,PDD0934,2,3.043471665132347,Slack,4.1
EMP3602,Data Analysis,Senior,83,Analyst,55715,3.7,PDD0977,5,7.416447999088291,GitHub,3.6
EMP3603,Market Analysis,Senior,78,Project Manager,148318,3.1,PDD0184,7,10.506623629805045,Slack,3.2
EMP3604,Market Analysis,Junior,81,Project Manager,135185,2.2,PDD0179,8,11.876433244558301,GitHub,2.3
EMP3605,Market Analysis,Mid,71,Analyst,91725,4.4,PDD0286,8,11.987879623580742,Slack,4.4
EMP3606,Data Analysis,Junior,64,Analyst,79725,3.8,PDD0852,5,7.577595434702704,Slack,3.8
EMP3607,Market Analysis,Junior,76,Project Manager,111899,4.9,PDD0874,5,7.3696588704876955,Slack,4.9
EMP3608,Product Design,Senior,59,Analyst,61430,2.8,PDD0517,6,8.957289795272146,GitHub,2.7
